review,sentiment,source
it is a not very clean room service.,negative,negation_flip
it is a not so clean room service.,negative,negation_flip
it is a never clean room service.,negative,negation_flip
it is a helpful room service.,positive,positive_aug
it is a not helpful room service.,negative,negation_flip
it is a not too helpful room service.,negative,negation_flip
it is a not very helpful room service.,negative,negation_flip
it is a not so helpful room service.,negative,negation_flip
it is a never helpful room service.,negative,negation_flip
it is a friendly room service.,positive,positive_aug
it is a not friendly room service.,negative,negation_flip
it is a not too friendly room service.,negative,negation_flip
it is a not very friendly room service.,negative,negation_flip
it is a not so friendly room service.,negative,negation_flip
it is a never friendly room service.,negative,negation_flip
it is a comfortable room service.,positive,positive_aug
it is a not comfortable room service.,negative,negation_flip
it is a not too comfortable room service.,negative,negation_flip
it is a not very comfortable room service.,negative,negation_flip
it is a not so comfortable room service.,negative,negation_flip
it is a never comfortable room service.,negative,negation_flip
it is a excellent room service.,positive,positive_aug
it is a not excellent room service.,negative,negation_flip
it is a not too excellent room service.,negative,negation_flip
it is a not very excellent room service.,negative,negation_flip
it is a not so excellent room service.,negative,negation_flip
it is a never excellent room service.,negative,negation_flip
it is a good hotel service.,positive,positive_aug
it is a not good hotel service.,negative,negation_flip
it is a not too good hotel service.,negative,negation_flip
it is a not very good hotel service.,negative,negation_flip
it is a not so good hotel service.,negative,negation_flip
it is a never good hotel service.,negative,negation_flip
it is a great hotel service.,positive,positive_aug
it is a not great hotel service.,negative,negation_flip
it is a not too great hotel service.,negative,negation_flip
it is a not very great hotel service.,negative,negation_flip
it is a not so great hotel service.,negative,negation_flip
it is a never great hotel service.,negative,negation_flip
it is a nice hotel service.,positive,positive_aug
it is a not nice hotel service.,negative,negation_flip
it is a not too nice hotel service.,negative,negation_flip
it is a not very nice hotel service.,negative,negation_flip
it is a not so nice hotel service.,negative,negation_flip
it is a never nice hotel service.,negative,negation_flip
it is a clean hotel service.,positive,positive_aug
it is a not clean hotel service.,negative,negation_flip
it is a not too clean hotel service.,negative,negation_flip
it is a not very clean hotel service.,negative,negation_flip
it is a not so clean hotel service.,negative,negation_flip
it is a never clean hotel service.,negative,negation_flip
it is a helpful hotel service.,positive,positive_aug
it is a not helpful hotel service.,negative,negation_flip
it is a not too helpful hotel service.,negative,negation_flip
it is a not very helpful hotel service.,negative,negation_flip
it is a not so helpful hotel service.,negative,negation_flip
it is a never helpful hotel service.,negative,negation_flip
it is a friendly hotel service.,positive,positive_aug
it is a not friendly hotel service.,negative,negation_flip
it is a not too friendly hotel service.,negative,negation_flip
it is a not very friendly hotel service.,negative,negation_flip
it is a not so friendly hotel service.,negative,negation_flip
it is a never friendly hotel service.,negative,negation_flip
it is a comfortable hotel service.,positive,positive_aug
it is a not comfortable hotel service.,negative,negation_flip
it is a not too comfortable hotel service.,negative,negation_flip
it is a not very comfortable hotel service.,negative,negation_flip
it is a not so comfortable hotel service.,negative,negation_flip
it is a never comfortable hotel service.,negative,negation_flip
it is a excellent hotel service.,positive,positive_aug
it is a not excellent hotel service.,negative,negation_flip
it is a not too excellent hotel service.,negative,negation_flip
it is a not very excellent hotel service.,negative,negation_flip
it is a not so excellent hotel service.,negative,negation_flip
it is a never excellent hotel service.,negative,negation_flip
it is a good customer service.,positive,positive_aug
it is a not good customer service.,negative,negation_flip
it is a not too good customer service.,negative,negation_flip
it is a not very good customer service.,negative,negation_flip
it is a not so good customer service.,negative,negation_flip
it is a never good customer service.,negative,negation_flip
it is a great customer service.,positive,positive_aug
it is a not great customer service.,negative,negation_flip
it is a not too great customer service.,negative,negation_flip
it is a not very great customer service.,negative,negation_flip
it is a not so great customer service.,negative,negation_flip
it is a never great customer service.,negative,negation_flip
it is a nice customer service.,positive,positive_aug
it is a not nice customer service.,negative,negation_flip
it is a not too nice customer service.,negative,negation_flip
it is a not very nice customer service.,negative,negation_flip
it is a not so nice customer service.,negative,negation_flip
it is a never nice customer service.,negative,negation_flip
it is a clean customer service.,positive,positive_aug
it is a not clean customer service.,negative,negation_flip
it is a not too clean customer service.,negative,negation_flip
it is a not very clean customer service.,negative,negation_flip
it is a not so clean customer service.,negative,negation_flip
it is a never clean customer service.,negative,negation_flip
it is a helpful customer service.,positive,positive_aug
it is a not helpful customer service.,negative,negation_flip
it is a not too helpful customer service.,negative,negation_flip
it is a not very helpful customer service.,negative,negation_flip
it is a not so helpful customer service.,negative,negation_flip
it is a never helpful customer service.,negative,negation_flip
it is a friendly customer service.,positive,positive_aug
it is a not friendly customer service.,negative,negation_flip
it is a not too friendly customer service.,negative,negation_flip
it is a not very friendly customer service.,negative,negation_flip
it is a not so friendly customer service.,negative,negation_flip
it is a never friendly customer service.,negative,negation_flip
it is a comfortable customer service.,positive,positive_aug
it is a not comfortable customer service.,negative,negation_flip
it is a not too comfortable customer service.,negative,negation_flip
it is a not very comfortable customer service.,negative,negation_flip
it is a not so comfortable customer service.,negative,negation_flip
it is a never comfortable customer service.,negative,negation_flip
it is a excellent customer service.,positive,positive_aug
it is a not excellent customer service.,negative,negation_flip
it is a not too excellent customer service.,negative,negation_flip
it is a not very excellent customer service.,negative,negation_flip
it is a not so excellent customer service.,negative,negation_flip
it is a never excellent customer service.,negative,negation_flip
it is a good the service.,positive,positive_aug
it is a not good the service.,negative,negation_flip
it is a not too good the service.,negative,negation_flip
it is a not very good the service.,negative,negation_flip
it is a not so good the service.,negative,negation_flip
it is a never good the service.,negative,negation_flip
it is a great the service.,positive,positive_aug
it is a not great the service.,negative,negation_flip
it is a not too great the service.,negative,negation_flip
it is a not very great the service.,negative,negation_flip
it is a not so great the service.,negative,negation_flip
it is a never great the service.,negative,negation_flip
it is a nice the service.,positive,positive_aug
it is a not nice the service.,negative,negation_flip
it is a not too nice the service.,negative,negation_flip
it is a not very nice the service.,negative,negation_flip
it is a not so nice the service.,negative,negation_flip
it is a never nice the service.,negative,negation_flip
it is a clean the service.,positive,positive_aug
it is a not clean the service.,negative,negation_flip
it is a not too clean the service.,negative,negation_flip
it is a not very clean the service.,negative,negation_flip
it is a not so clean the service.,negative,negation_flip
it is a never clean the service.,negative,negation_flip
it is a helpful the service.,positive,positive_aug
it is a not helpful the service.,negative,negation_flip
it is a not too helpful the service.,negative,negation_flip
it is a not very helpful the service.,negative,negation_flip
it is a not so helpful the service.,negative,negation_flip
it is a never helpful the service.,negative,negation_flip
it is a friendly the service.,positive,positive_aug
it is a not friendly the service.,negative,negation_flip
it is a not too friendly the service.,negative,negation_flip
it is a not very friendly the service.,negative,negation_flip
it is a not so friendly the service.,negative,negation_flip
it is a never friendly the service.,negative,negation_flip
it is a comfortable the service.,positive,positive_aug
it is a not comfortable the service.,negative,negation_flip
it is a not too comfortable the service.,negative,negation_flip
it is a not very comfortable the service.,negative,negation_flip
it is a not so comfortable the service.,negative,negation_flip
it is a never comfortable the service.,negative,negation_flip
it is a excellent the service.,positive,positive_aug
it is a not excellent the service.,negative,negation_flip
it is a not too excellent the service.,negative,negation_flip
it is a not very excellent the service.,negative,negation_flip
it is a not so excellent the service.,negative,negation_flip
it is a never excellent the service.,negative,negation_flip
it is a good staff.,positive,positive_aug
it is a not good staff.,negative,negation_flip
it is a not too good staff.,negative,negation_flip
it is a not very good staff.,negative,negation_flip
it is a not so good staff.,negative,negation_flip
it is a never good staff.,negative,negation_flip
it is a great staff.,positive,positive_aug
it is a not great staff.,negative,negation_flip
it is a not too great staff.,negative,negation_flip
it is a not very great staff.,negative,negation_flip
it is a not so great staff.,negative,negation_flip
it is a never great staff.,negative,negation_flip
it is a nice staff.,positive,positive_aug
it is a not nice staff.,negative,negation_flip
it is a not too nice staff.,negative,negation_flip
it is a not very nice staff.,negative,negation_flip
it is a not so nice staff.,negative,negation_flip
it is a never nice staff.,negative,negation_flip
it is a clean staff.,positive,positive_aug
it is a not clean staff.,negative,negation_flip
it is a not too clean staff.,negative,negation_flip
it is a not very clean staff.,negative,negation_flip
it is a not so clean staff.,negative,negation_flip
it is a never clean staff.,negative,negation_flip
it is a helpful staff.,positive,positive_aug
it is a not helpful staff.,negative,negation_flip
it is a not too helpful staff.,negative,negation_flip
it is a not very helpful staff.,negative,negation_flip
it is a not so helpful staff.,negative,negation_flip
it is a never helpful staff.,negative,negation_flip
it is a friendly staff.,positive,positive_aug
it is a not friendly staff.,negative,negation_flip
it is a not too friendly staff.,negative,negation_flip
it is a not very friendly staff.,negative,negation_flip
it is a not so friendly staff.,negative,negation_flip
it is a never friendly staff.,negative,negation_flip
it is a comfortable staff.,positive,positive_aug
it is a not comfortable staff.,negative,negation_flip
it is a not too comfortable staff.,negative,negation_flip
it is a not very comfortable staff.,negative,negation_flip
it is a not so comfortable staff.,negative,negation_flip
it is a never comfortable staff.,negative,negation_flip
it is a excellent staff.,positive,positive_aug
it is a not excellent staff.,negative,negation_flip
it is a not too excellent staff.,negative,negation_flip
it is a not very excellent staff.,negative,negation_flip
it is a not so excellent staff.,negative,negation_flip
it is a never excellent staff.,negative,negation_flip
it is a good the staff.,positive,positive_aug
it is a not good the staff.,negative,negation_flip
it is a not too good the staff.,negative,negation_flip
it is a not very good the staff.,negative,negation_flip
it is a not so good the staff.,negative,negation_flip
it is a never good the staff.,negative,negation_flip
it is a great the staff.,positive,positive_aug
it is a not great the staff.,negative,negation_flip
it is a not too great the staff.,negative,negation_flip
it is a not very great the staff.,negative,negation_flip
it is a not so great the staff.,negative,negation_flip
it is a never great the staff.,negative,negation_flip
it is a nice the staff.,positive,positive_aug
it is a not nice the staff.,negative,negation_flip
it is a not too nice the staff.,negative,negation_flip
it is a not very nice the staff.,negative,negation_flip
it is a not so nice the staff.,negative,negation_flip
it is a never nice the staff.,negative,negation_flip
it is a clean the staff.,positive,positive_aug
it is a not clean the staff.,negative,negation_flip
it is a not too clean the staff.,negative,negation_flip
it is a not very clean the staff.,negative,negation_flip
it is a not so clean the staff.,negative,negation_flip
it is a never clean the staff.,negative,negation_flip
it is a helpful the staff.,positive,positive_aug
it is a not helpful the staff.,negative,negation_flip
it is a not too helpful the staff.,negative,negation_flip
it is a not very helpful the staff.,negative,negation_flip
it is a not so helpful the staff.,negative,negation_flip
it is a never helpful the staff.,negative,negation_flip
it is a friendly the staff.,positive,positive_aug
it is a not friendly the staff.,negative,negation_flip
it is a not too friendly the staff.,negative,negation_flip
it is a not very friendly the staff.,negative,negation_flip
it is a not so friendly the staff.,negative,negation_flip
it is a never friendly the staff.,negative,negation_flip
it is a comfortable the staff.,positive,positive_aug
it is a not comfortable the staff.,negative,negation_flip
it is a not too comfortable the staff.,negative,negation_flip
it is a not very comfortable the staff.,negative,negation_flip
it is a not so comfortable the staff.,negative,negation_flip
it is a never comfortable the staff.,negative,negation_flip
it is a excellent the staff.,positive,positive_aug
it is a not excellent the staff.,negative,negation_flip
it is a not too excellent the staff.,negative,negation_flip
it is a not very excellent the staff.,negative,negation_flip
it is a not so excellent the staff.,negative,negation_flip
it is a never excellent the staff.,negative,negation_flip
it is a good room.,positive,positive_aug
it is a not good room.,negative,negation_flip
it is a not too good room.,negative,negation_flip
it is a not very good room.,negative,negation_flip
it is a not so good room.,negative,negation_flip
it is a never good room.,negative,negation_flip
it is a great room.,positive,positive_aug
it is a not great room.,negative,negation_flip
it is a not too great room.,negative,negation_flip
it is a not very great room.,negative,negation_flip
it is a not so great room.,negative,negation_flip
it is a never great room.,negative,negation_flip
it is a nice room.,positive,positive_aug
it is a not nice room.,negative,negation_flip
it is a not too nice room.,negative,negation_flip
it is a not very nice room.,negative,negation_flip
it is a not so nice room.,negative,negation_flip
it is a never nice room.,negative,negation_flip
it is a clean room.,positive,positive_aug
it is a not clean room.,negative,negation_flip
it is a not too clean room.,negative,negation_flip
it is a not very clean room.,negative,negation_flip
it is a not so clean room.,negative,negation_flip
it is a never clean room.,negative,negation_flip
it is a helpful room.,positive,positive_aug
it is a not helpful room.,negative,negation_flip
it is a not too helpful room.,negative,negation_flip
it is a not very helpful room.,negative,negation_flip
it is a not so helpful room.,negative,negation_flip
it is a never helpful room.,negative,negation_flip
it is a friendly room.,positive,positive_aug
it is a not friendly room.,negative,negation_flip
it is a not too friendly room.,negative,negation_flip
it is a not very friendly room.,negative,negation_flip
it is a not so friendly room.,negative,negation_flip
it is a never friendly room.,negative,negation_flip
it is a comfortable room.,positive,positive_aug
it is a not comfortable room.,negative,negation_flip
it is a not too comfortable room.,negative,negation_flip
it is a not very comfortable room.,negative,negation_flip
it is a not so comfortable room.,negative,negation_flip
it is a never comfortable room.,negative,negation_flip
it is a excellent room.,positive,positive_aug
it is a not excellent room.,negative,negation_flip
it is a not too excellent room.,negative,negation_flip
it is a not very excellent room.,negative,negation_flip
it is a not so excellent room.,negative,negation_flip
it is a never excellent room.,negative,negation_flip
it is a good the room.,positive,positive_aug
it is a not good the room.,negative,negation_flip
it is a not too good the room.,negative,negation_flip
it is a not very good the room.,negative,negation_flip
it is a not so good the room.,negative,negation_flip
it is a never good the room.,negative,negation_flip
it is a great the room.,positive,positive_aug
it is a not great the room.,negative,negation_flip
it is a not too great the room.,negative,negation_flip
it is a not very great the room.,negative,negation_flip
it is a not so great the room.,negative,negation_flip
it is a never great the room.,negative,negation_flip
it is a nice the room.,positive,positive_aug
it is a not nice the room.,negative,negation_flip
it is a not too nice the room.,negative,negation_flip
it is a not very nice the room.,negative,negation_flip
it is a not so nice the room.,negative,negation_flip
it is a never nice the room.,negative,negation_flip
it is a clean the room.,positive,positive_aug
it is a not clean the room.,negative,negation_flip
it is a not too clean the room.,negative,negation_flip
it is a not very clean the room.,negative,negation_flip
it is a not so clean the room.,negative,negation_flip
it is a never clean the room.,negative,negation_flip
it is a helpful the room.,positive,positive_aug
it is a not helpful the room.,negative,negation_flip
it is a not too helpful the room.,negative,negation_flip
it is a not very helpful the room.,negative,negation_flip
it is a not so helpful the room.,negative,negation_flip
it is a never helpful the room.,negative,negation_flip
it is a friendly the room.,positive,positive_aug
it is a not friendly the room.,negative,negation_flip
it is a not too friendly the room.,negative,negation_flip
it is a not very friendly the room.,negative,negation_flip
it is a not so friendly the room.,negative,negation_flip
it is a never friendly the room.,negative,negation_flip
it is a comfortable the room.,positive,positive_aug
it is a not comfortable the room.,negative,negation_flip
it is a not too comfortable the room.,negative,negation_flip
it is a not very comfortable the room.,negative,negation_flip
it is a not so comfortable the room.,negative,negation_flip
it is a never comfortable the room.,negative,negation_flip
it is a excellent the room.,positive,positive_aug
it is a not excellent the room.,negative,negation_flip
it is a not too excellent the room.,negative,negation_flip
it is a not very excellent the room.,negative,negation_flip
it is a not so excellent the room.,negative,negation_flip
it is a never excellent the room.,negative,negation_flip
it's a good service.,positive,positive_aug
it's a not good service.,negative,negation_flip
it's a not too good service.,negative,negation_flip
it's a not very good service.,negative,negation_flip
it's a not so good service.,negative,negation_flip
it's a never good service.,negative,negation_flip
it's a great service.,positive,positive_aug
it's a not great service.,negative,negation_flip
it's a not too great service.,negative,negation_flip
it's a not very great service.,negative,negation_flip
it's a not so great service.,negative,negation_flip
it's a never great service.,negative,negation_flip
it's a nice service.,positive,positive_aug
it's a not nice service.,negative,negation_flip
it's a not too nice service.,negative,negation_flip
it's a not very nice service.,negative,negation_flip
it's a not so nice service.,negative,negation_flip
it's a never nice service.,negative,negation_flip
it's a clean service.,positive,positive_aug
it's a not clean service.,negative,negation_flip
it's a not too clean service.,negative,negation_flip
it's a not very clean service.,negative,negation_flip
it's a not so clean service.,negative,negation_flip
it's a never clean service.,negative,negation_flip
it's a helpful service.,positive,positive_aug
it's a not helpful service.,negative,negation_flip
it's a not too helpful service.,negative,negation_flip
it's a not very helpful service.,negative,negation_flip
it's a not so helpful service.,negative,negation_flip
it's a never helpful service.,negative,negation_flip
it's a friendly service.,positive,positive_aug
it's a not friendly service.,negative,negation_flip
it's a not too friendly service.,negative,negation_flip
it's a not very friendly service.,negative,negation_flip
it's a not so friendly service.,negative,negation_flip
it's a never friendly service.,negative,negation_flip
it's a comfortable service.,positive,positive_aug
it's a not comfortable service.,negative,negation_flip
it's a not too comfortable service.,negative,negation_flip
it's a not very comfortable service.,negative,negation_flip
it's a not so comfortable service.,negative,negation_flip
it's a never comfortable service.,negative,negation_flip
it's a excellent service.,positive,positive_aug
it's a not excellent service.,negative,negation_flip
it's a not too excellent service.,negative,negation_flip
it's a not very excellent service.,negative,negation_flip
it's a not so excellent service.,negative,negation_flip
it's a never excellent service.,negative,negation_flip
it's a good staff service.,positive,positive_aug
it's a not good staff service.,negative,negation_flip
it's a not too good staff service.,negative,negation_flip
it's a not very good staff service.,negative,negation_flip
it's a not so good staff service.,negative,negation_flip
it's a never good staff service.,negative,negation_flip
it's a great staff service.,positive,positive_aug
it's a not great staff service.,negative,negation_flip
it's a not too great staff service.,negative,negation_flip
it's a not very great staff service.,negative,negation_flip
it's a not so great staff service.,negative,negation_flip
it's a never great staff service.,negative,negation_flip
it's a nice staff service.,positive,positive_aug
it's a not nice staff service.,negative,negation_flip
it's a not too nice staff service.,negative,negation_flip
it's a not very nice staff service.,negative,negation_flip
it's a not so nice staff service.,negative,negation_flip
it's a never nice staff service.,negative,negation_flip
it's a clean staff service.,positive,positive_aug
it's a not clean staff service.,negative,negation_flip
it's a not too clean staff service.,negative,negation_flip
it's a not very clean staff service.,negative,negation_flip
it's a not so clean staff service.,negative,negation_flip
it's a never clean staff service.,negative,negation_flip
it's a helpful staff service.,positive,positive_aug
it's a not helpful staff service.,negative,negation_flip
it's a not too helpful staff service.,negative,negation_flip
it's a not very helpful staff service.,negative,negation_flip
it's a not so helpful staff service.,negative,negation_flip
it's a never helpful staff service.,negative,negation_flip
it's a friendly staff service.,positive,positive_aug
it's a not friendly staff service.,negative,negation_flip
it's a not too friendly staff service.,negative,negation_flip
it's a not very friendly staff service.,negative,negation_flip
it's a not so friendly staff service.,negative,negation_flip
it's a never friendly staff service.,negative,negation_flip
it's a comfortable staff service.,positive,positive_aug
it's a not comfortable staff service.,negative,negation_flip
it's a not too comfortable staff service.,negative,negation_flip
it's a not very comfortable staff service.,negative,negation_flip
it's a not so comfortable staff service.,negative,negation_flip
it's a never comfortable staff service.,negative,negation_flip
it's a excellent staff service.,positive,positive_aug
it's a not excellent staff service.,negative,negation_flip
it's a not too excellent staff service.,negative,negation_flip
it's a not very excellent staff service.,negative,negation_flip
it's a not so excellent staff service.,negative,negation_flip
it's a never excellent staff service.,negative,negation_flip
it's a good room service.,positive,positive_aug
it's a not good room service.,negative,negation_flip
it's a not too good room service.,negative,negation_flip
it's a not very good room service.,negative,negation_flip
it's a not so good room service.,negative,negation_flip
it's a never good room service.,negative,negation_flip
it's a great room service.,positive,positive_aug
it's a not great room service.,negative,negation_flip
it's a not too great room service.,negative,negation_flip
it's a not very great room service.,negative,negation_flip
it's a not so great room service.,negative,negation_flip
it's a never great room service.,negative,negation_flip
it's a nice room service.,positive,positive_aug
it's a not nice room service.,negative,negation_flip
it's a not too nice room service.,negative,negation_flip
it's a not very nice room service.,negative,negation_flip
it's a not so nice room service.,negative,negation_flip
it's a never nice room service.,negative,negation_flip
it's a clean room service.,positive,positive_aug
it's a not clean room service.,negative,negation_flip
it's a not too clean room service.,negative,negation_flip
it's a not very clean room service.,negative,negation_flip
it's a not so clean room service.,negative,negation_flip
it's a never clean room service.,negative,negation_flip
it's a helpful room service.,positive,positive_aug
it's a not helpful room service.,negative,negation_flip
it's a not too helpful room service.,negative,negation_flip
it's a not very helpful room service.,negative,negation_flip
it's a not so helpful room service.,negative,negation_flip
it's a never helpful room service.,negative,negation_flip
it's a friendly room service.,positive,positive_aug
it's a not friendly room service.,negative,negation_flip
it's a not too friendly room service.,negative,negation_flip
it's a not very friendly room service.,negative,negation_flip
it's a not so friendly room service.,negative,negation_flip
it's a never friendly room service.,negative,negation_flip
it's a comfortable room service.,positive,positive_aug
it's a not comfortable room service.,negative,negation_flip
it's a not too comfortable room service.,negative,negation_flip
it's a not very comfortable room service.,negative,negation_flip
it's a not so comfortable room service.,negative,negation_flip
it's a never comfortable room service.,negative,negation_flip
it's a excellent room service.,positive,positive_aug
it's a not excellent room service.,negative,negation_flip
it's a not too excellent room service.,negative,negation_flip
it's a not very excellent room service.,negative,negation_flip
it's a not so excellent room service.,negative,negation_flip
it's a never excellent room service.,negative,negation_flip
it's a good hotel service.,positive,positive_aug
it's a not good hotel service.,negative,negation_flip
it's a not too good hotel service.,negative,negation_flip
it's a not very good hotel service.,negative,negation_flip
it's a not so good hotel service.,negative,negation_flip
it's a never good hotel service.,negative,negation_flip
it's a great hotel service.,positive,positive_aug
it's a not great hotel service.,negative,negation_flip
it's a not too great hotel service.,negative,negation_flip
it's a not very great hotel service.,negative,negation_flip
it's a not so great hotel service.,negative,negation_flip
it's a never great hotel service.,negative,negation_flip
it's a nice hotel service.,positive,positive_aug
it's a not nice hotel service.,negative,negation_flip
it's a not too nice hotel service.,negative,negation_flip
it's a not very nice hotel service.,negative,negation_flip
it's a not so nice hotel service.,negative,negation_flip
it's a never nice hotel service.,negative,negation_flip
it's a clean hotel service.,positive,positive_aug
it's a not clean hotel service.,negative,negation_flip
it's a not too clean hotel service.,negative,negation_flip
it's a not very clean hotel service.,negative,negation_flip
it's a not so clean hotel service.,negative,negation_flip
it's a never clean hotel service.,negative,negation_flip
it's a helpful hotel service.,positive,positive_aug
it's a not helpful hotel service.,negative,negation_flip
it's a not too helpful hotel service.,negative,negation_flip
it's a not very helpful hotel service.,negative,negation_flip
it's a not so helpful hotel service.,negative,negation_flip
it's a never helpful hotel service.,negative,negation_flip
it's a friendly hotel service.,positive,positive_aug
it's a not friendly hotel service.,negative,negation_flip
it's a not too friendly hotel service.,negative,negation_flip
it's a not very friendly hotel service.,negative,negation_flip
it's a not so friendly hotel service.,negative,negation_flip
it's a never friendly hotel service.,negative,negation_flip
it's a comfortable hotel service.,positive,positive_aug
it's a not comfortable hotel service.,negative,negation_flip
it's a not too comfortable hotel service.,negative,negation_flip
it's a not very comfortable hotel service.,negative,negation_flip
it's a not so comfortable hotel service.,negative,negation_flip
it's a never comfortable hotel service.,negative,negation_flip
it's a excellent hotel service.,positive,positive_aug
it's a not excellent hotel service.,negative,negation_flip
it's a not too excellent hotel service.,negative,negation_flip
it's a not very excellent hotel service.,negative,negation_flip
it's a not so excellent hotel service.,negative,negation_flip
it's a never excellent hotel service.,negative,negation_flip
it's a good customer service.,positive,positive_aug
it's a not good customer service.,negative,negation_flip
it's a not too good customer service.,negative,negation_flip
it's a not very good customer service.,negative,negation_flip
it's a not so good customer service.,negative,negation_flip
it's a never good customer service.,negative,negation_flip
it's a great customer service.,positive,positive_aug
it's a not great customer service.,negative,negation_flip
it's a not too great customer service.,negative,negation_flip
it's a not very great customer service.,negative,negation_flip
it's a not so great customer service.,negative,negation_flip
it's a never great customer service.,negative,negation_flip
it's a nice customer service.,positive,positive_aug
it's a not nice customer service.,negative,negation_flip
it's a not too nice customer service.,negative,negation_flip
it's a not very nice customer service.,negative,negation_flip
it's a not so nice customer service.,negative,negation_flip
it's a never nice customer service.,negative,negation_flip
it's a clean customer service.,positive,positive_aug
it's a not clean customer service.,negative,negation_flip
it's a not too clean customer service.,negative,negation_flip
it's a not very clean customer service.,negative,negation_flip
it's a not so clean customer service.,negative,negation_flip
it's a never clean customer service.,negative,negation_flip
it's a helpful customer service.,positive,positive_aug
it's a not helpful customer service.,negative,negation_flip
it's a not too helpful customer service.,negative,negation_flip
it's a not very helpful customer service.,negative,negation_flip
it's a not so helpful customer service.,negative,negation_flip
it's a never helpful customer service.,negative,negation_flip
it's a friendly customer service.,positive,positive_aug
it's a not friendly customer service.,negative,negation_flip
it's a not too friendly customer service.,negative,negation_flip
it's a not very friendly customer service.,negative,negation_flip
it's a not so friendly customer service.,negative,negation_flip
it's a never friendly customer service.,negative,negation_flip
it's a comfortable customer service.,positive,positive_aug
it's a not comfortable customer service.,negative,negation_flip
it's a not too comfortable customer service.,negative,negation_flip
it's a not very comfortable customer service.,negative,negation_flip
it's a not so comfortable customer service.,negative,negation_flip
it's a never comfortable customer service.,negative,negation_flip
it's a excellent customer service.,positive,positive_aug
it's a not excellent customer service.,negative,negation_flip
it's a not too excellent customer service.,negative,negation_flip
it's a not very excellent customer service.,negative,negation_flip
it's a not so excellent customer service.,negative,negation_flip
it's a never excellent customer service.,negative,negation_flip
it's a good the service.,positive,positive_aug
it's a not good the service.,negative,negation_flip
it's a not too good the service.,negative,negation_flip
it's a not very good the service.,negative,negation_flip
it's a not so good the service.,negative,negation_flip
it's a never good the service.,negative,negation_flip
it's a great the service.,positive,positive_aug
it's a not great the service.,negative,negation_flip
it's a not too great the service.,negative,negation_flip
it's a not very great the service.,negative,negation_flip
it's a not so great the service.,negative,negation_flip
it's a never great the service.,negative,negation_flip
it's a nice the service.,positive,positive_aug
it's a not nice the service.,negative,negation_flip
it's a not too nice the service.,negative,negation_flip
it's a not very nice the service.,negative,negation_flip
it's a not so nice the service.,negative,negation_flip
it's a never nice the service.,negative,negation_flip
it's a clean the service.,positive,positive_aug
it's a not clean the service.,negative,negation_flip
it's a not too clean the service.,negative,negation_flip
it's a not very clean the service.,negative,negation_flip
it's a not so clean the service.,negative,negation_flip
it's a never clean the service.,negative,negation_flip
it's a helpful the service.,positive,positive_aug
it's a not helpful the service.,negative,negation_flip
it's a not too helpful the service.,negative,negation_flip
it's a not very helpful the service.,negative,negation_flip
it's a not so helpful the service.,negative,negation_flip
it's a never helpful the service.,negative,negation_flip
it's a friendly the service.,positive,positive_aug
it's a not friendly the service.,negative,negation_flip
it's a not too friendly the service.,negative,negation_flip
it's a not very friendly the service.,negative,negation_flip
it's a not so friendly the service.,negative,negation_flip
it's a never friendly the service.,negative,negation_flip
it's a comfortable the service.,positive,positive_aug
it's a not comfortable the service.,negative,negation_flip
it's a not too comfortable the service.,negative,negation_flip
it's a not very comfortable the service.,negative,negation_flip
it's a not so comfortable the service.,negative,negation_flip
it's a never comfortable the service.,negative,negation_flip
it's a excellent the service.,positive,positive_aug
it's a not excellent the service.,negative,negation_flip
it's a not too excellent the service.,negative,negation_flip
it's a not very excellent the service.,negative,negation_flip
it's a not so excellent the service.,negative,negation_flip
it's a never excellent the service.,negative,negation_flip
it's a good staff.,positive,positive_aug
it's a not good staff.,negative,negation_flip
it's a not too good staff.,negative,negation_flip
it's a not very good staff.,negative,negation_flip
it's a not so good staff.,negative,negation_flip
it's a never good staff.,negative,negation_flip
it's a great staff.,positive,positive_aug
it's a not great staff.,negative,negation_flip
it's a not too great staff.,negative,negation_flip
it's a not very great staff.,negative,negation_flip
it's a not so great staff.,negative,negation_flip
it's a never great staff.,negative,negation_flip
it's a nice staff.,positive,positive_aug
it's a not nice staff.,negative,negation_flip
it's a not too nice staff.,negative,negation_flip
it's a not very nice staff.,negative,negation_flip
it's a not so nice staff.,negative,negation_flip
it's a never nice staff.,negative,negation_flip
it's a clean staff.,positive,positive_aug
it's a not clean staff.,negative,negation_flip
it's a not too clean staff.,negative,negation_flip
it's a not very clean staff.,negative,negation_flip
it's a not so clean staff.,negative,negation_flip
it's a never clean staff.,negative,negation_flip
it's a helpful staff.,positive,positive_aug
it's a not helpful staff.,negative,negation_flip
it's a not too helpful staff.,negative,negation_flip
it's a not very helpful staff.,negative,negation_flip
it's a not so helpful staff.,negative,negation_flip
it's a never helpful staff.,negative,negation_flip
it's a friendly staff.,positive,positive_aug
it's a not friendly staff.,negative,negation_flip
it's a not too friendly staff.,negative,negation_flip
it's a not very friendly staff.,negative,negation_flip
it's a not so friendly staff.,negative,negation_flip
it's a never friendly staff.,negative,negation_flip
it's a comfortable staff.,positive,positive_aug
it's a not comfortable staff.,negative,negation_flip
it's a not too comfortable staff.,negative,negation_flip
it's a not very comfortable staff.,negative,negation_flip
it's a not so comfortable staff.,negative,negation_flip
it's a never comfortable staff.,negative,negation_flip
it's a excellent staff.,positive,positive_aug
